pff_variable,base_variable,census_variable,domain,rounding,source,variable_name,census_variable_2018,table_2018,census_variable_2019,table_2019
mv10ltr,ochu3,DP04_0051,housing,0,profile, !!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2017 or later,DP04_0051,DP04,,
mv10ltr,ochu3,DP04_0053,housing,0,profile, !!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2010 to 2014,DP04_0053,DP04,,
r250t299,mdgr,B25063_007,housing,0,,!!Total!!With cash rent!!$250 to $299,B25063_007,B25063,,
huwmrtg,oochu3,DP04_0091,housing,0,profile, !!MORTGAGE STATUS!!Owner-occupied units!!Housing units with a mortgage,DP04_0091,DP04,,
r900t999,mdgr,B25063_019,housing,0,,!!Total!!With cash rent!!$900 to $999,B25063_019,B25063,,
ovl15t19,mdvl,B25075_004,housing,0,,"!!Total!!$15,000 to $19,999",B25075_004,B25075,,
hu4,hu4,DP04_0027,housing,0,profile, !!ROOMS!!Total housing units,DP04_0027,DP04,,
oochu2,oochu2,DP04_0080,housing,0,profile, !!VALUE!!Owner-occupied units,DP04_0080,DP04,,
nmsmp2529,hunomrtg2,DP04_0122,housing,0,profile, !!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!25.0 to 29.9 percent,DP04_0122,DP04,,
r350t399,mdgr,B25063_009,housing,0,,!!Total!!With cash rent!!$350 to $399,B25063_009,B25063,,
nmsmp3034,hunomrtg2,DP04_0123,housing,0,profile, !!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!30.0 to 34.9 percent,DP04_0123,DP04,,
rms3,hu4,DP04_0030,housing,0,profile, !!ROOMS!!Total housing units!!3 rooms,DP04_0030,DP04,,
r1250t1p5,mdgr,B25063_021,housing,0,,"!!Total!!With cash rent!!$1,250 to $1,499",B25063_021,B25063,,
r3500pl,mdgr,B25063_026,housing,0,,"!!Total!!With cash rent!!$3,500 or more",B25063_026,B25063,,
ov2milpl,mdvl,B25075_027,housing,0,,"!!Total!!$2,000,000 or more",B25075_027,B25075,,
vl1milpl,oochu2,DP04_0088,housing,0,profile," !!VALUE!!Owner-occupied units!!$1,000,000 or more",DP04_0088,DP04,,
r200t249,mdgr,B25063_006,housing,0,,!!Total!!With cash rent!!$200 to $249,B25063_006,B25063,,
r1kt1249,mdgr,B25063_020,housing,0,,"!!Total!!With cash rent!!$1,000 to $1,249",B25063_020,B25063,,
ovl90t99,mdvl,B25075_014,housing,0,,"!!Total!!$90,000 to $99,999",B25075_014,B25075,,
mdgr,median,DP04_0134,housing,0,profile, !!GROSS RENT!!Occupied units paying rent!!Median (dollars),DP04_0134,DP04,,
ov175t199,mdvl,B25075_018,housing,0,,"!!Total!!$175,000 to $199,999",B25075_018,B25075,,
mvbf89,ochu3,DP04_0056,housing,0,profile, !!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 1989 and earlier,DP04_0056,DP04,,
ov125t149,mdvl,B25075_016,housing,0,,"!!Total!!$125,000 to $149,999",B25075_016,B25075,,
vl500t999,oochu2,DP04_0087,housing,0,profile," !!VALUE!!Owner-occupied units!!$500,000 to $999,999",DP04_0087,DP04,,
ovl25t29,mdvl,B25075_006,housing,0,,"!!Total!!$25,000 to $29,999",B25075_006,B25075,,
hovacrt,rate,DP04_0004,housing,1,profile, !!HOUSING OCCUPANCY!!Total housing units!!Homeowner vacancy rate,DP04_0004,DP04,,
ochu3,ochu3,DP04_0050,housing,0,profile, !!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units,DP04_0050,DP04,,
vl150t199,oochu2,DP04_0084,housing,0,profile," !!VALUE!!Owner-occupied units!!$150,000 to $199,999",DP04_0084,DP04,,
hu10t19u,hu2,DP04_0012,housing,0,profile, !!UNITS IN STRUCTURE!!Total housing units!!10 to 19 units,DP04_0012,DP04,,
vl50t99,oochu2,DP04_0082,housing,0,profile," !!VALUE!!Owner-occupied units!!$50,000 to $99,999",DP04_0082,DP04,,
nmsmp1014,hunomrtg2,DP04_0119,housing,0,profile, !!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!10.0 to 14.9 percent,DP04_0119,DP04,,
ov400t499,mdvl,B25075_022,housing,0,,"!!Total!!$400,000 to $499,999",B25075_022,B25075,,
vhcl3plav,ochu4,DP04_0061,housing,0,profile, !!VEHICLES AVAILABLE!!Occupied housing units!!3 or more vehicles available,DP04_0061,DP04,,
huwmrtgex,huwmrtgex,DP04_0110,housing,0,profile, !!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed),DP04_0110,DP04,,
ru100,mdgr,B25063_003,housing,0,,!!Total!!With cash rent!!Less than $100,B25063_003,B25063,,
blt80t89,hu3,DP04_0021,housing,0,profile, !!YEAR STRUCTURE BUILT!!Total housing units!!Built 1980 to 1989,DP04_0021,DP04,,
ochuprnt1,ochuprnt1,DP04_0126,housing,0,profile, !!GROSS RENT!!Occupied units paying rent,DP04_0126,DP04,,
gr20kt24k,ochuprnt1,DP04_0131,housing,0,profile," !!GROSS RENT!!Occupied units paying rent!!$2,000 to $2,499",DP04_0131,DP04,,
gr25kt29k,ochuprnt1,DP04_0132,housing,0,profile," !!GROSS RENT!!Occupied units paying rent!!$2,500 to $2,999",DP04_0132,DP04,,
r2p5t2999,mdgr,B25063_024,housing,0,,"!!Total!!With cash rent!!$2,500 to $2,999",B25063_024,B25063,,
hu2,hu2,DP04_0006,housing,0,profile, !!UNITS IN STRUCTURE!!Total housing units,DP04_0006,DP04,,
vl200t299,oochu2,DP04_0085,housing,0,profile," !!VALUE!!Owner-occupied units!!$200,000 to $299,999",DP04_0085,DP04,,
ovl80t89,mdvl,B25075_013,housing,0,,"!!Total!!$80,000 to $89,999",B25075_013,B25075,,
ovlu10,mdvl,B25075_002,housing,0,,"!!Total!!Less than $10,000",B25075_002,B25075,,
vl100t149,oochu2,DP04_0083,housing,0,profile," !!VALUE!!Owner-occupied units!!$100,000 to $149,999",DP04_0083,DP04,,
ov750t999,mdvl,B25075_024,housing,0,,"!!Total!!$750,000 to $999,999",B25075_024,B25075,,
r150t199,mdgr,B25063_005,housing,0,,!!Total!!With cash rent!!$150 to $199,B25063_005,B25063,,
hu3t4u,hu2,DP04_0010,housing,0,profile, !!UNITS IN STRUCTURE!!Total housing units!!3 or 4 units,DP04_0010,DP04,,
smp25t29,huwmrtgex,DP04_0113,housing,0,profile, !!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!25.0 to 29.9 percent,DP04_0113,DP04,,
hu20plu,hu2,DP04_0013,housing,0,profile, !!UNITS IN STRUCTURE!!Total housing units!!20 or more units,DP04_0013,DP04,,
vhcl2av,ochu4,DP04_0060,housing,0,profile, !!VEHICLES AVAILABLE!!Occupied housing units!!2 vehicles available,DP04_0060,DP04,,
ov500t749,mdvl,B25075_023,housing,0,,"!!Total!!$500,000 to $749,999",B25075_023,B25075,,
gr500t999,ochuprnt1,DP04_0128,housing,0,profile, !!GROSS RENT!!Occupied units paying rent!!$500 to $999,DP04_0128,DP04,,
nmsmp35pl,hunomrtg2,DP04_0124,housing,0,profile, !!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!35.0 percent or more,DP04_0124,DP04,,
r3kt3499,mdgr,B25063_025,housing,0,,"!!Total!!With cash rent!!$3,000 to $3,499",B25063_025,B25063,,
ov1t149m,mdvl,B25075_025,housing,0,,"!!Total!!$1,000,000 to $1,499,999",B25075_025,B25075,,
grpi20t24,ochuprnt2,DP04_0139,housing,0,profile, !!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!20.0 to 24.9 percent,DP04_0139,DP04,,
smpu20,huwmrtgex,DP04_0111,housing,0,profile, !!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!Less than 20.0 percent,DP04_0111,DP04,,
rms6,hu4,DP04_0033,housing,0,profile, !!ROOMS!!Total housing units!!6 rooms,DP04_0033,DP04,,
ochuprnt2,ochuprnt2,DP04_0136,housing,0,profile, !!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed),DP04_0136,DP04,,
blt90t99,hu3,DP04_0020,housing,0,profile, !!YEAR STRUCTURE BUILT!!Total housing units!!Built 1990 to 1999,DP04_0020,DP04,,
grpintc,nan,DP04_0143,housing,0,profile, !!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!Not computed,DP04_0143,DP04,,
ochu2,ochu2,DP04_0045,housing,0,profile, !!HOUSING TENURE!!Occupied housing units,DP04_0045,DP04,,
ov300t399,mdvl,B25075_021,housing,0,,"!!Total!!$300,000 to $399,999",B25075_021,B25075,,
mobhm,hu2,DP04_0014,housing,0,profile, !!UNITS IN STRUCTURE!!Total housing units!!Mobile home,DP04_0014,DP04,,
mdvl,median,DP04_0089,housing,0,profile, !!VALUE!!Owner-occupied units!!Median (dollars),DP04_0089,DP04,,
r300t349,mdgr,B25063_008,housing,0,,!!Total!!With cash rent!!$300 to $349,B25063_008,B25063,,
rms1,hu4,DP04_0028,housing,0,profile, !!ROOMS!!Total housing units!!1 room,DP04_0028,DP04,,
rms4,hu4,DP04_0031,housing,0,profile, !!ROOMS!!Total housing units!!4 rooms,DP04_0031,DP04,,
smp35pl,huwmrtgex,DP04_0115,housing,0,profile, !!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!35.0 percent or more,DP04_0115,DP04,,
grpi25t29,ochuprnt2,DP04_0140,housing,0,profile, !!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!25.0 to 29.9 percent,DP04_0140,DP04,,
ovl20t24,mdvl,B25075_005,housing,0,,"!!Total!!$20,000 to $24,999",B25075_005,B25075,,
grnorntpd,nan,DP04_0135,housing,0,profile, !!GROSS RENT!!Occupied units paying rent!!No rent paid,DP04_0135,DP04,,
oochu3,oochu3,DP04_0090,housing,0,profile, !!MORTGAGE STATUS!!Owner-occupied units,DP04_0090,DP04,,
smp30t34,huwmrtgex,DP04_0114,housing,0,profile, !!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!30.0 to 34.9 percent,DP04_0114,DP04,,
rms9pl,hu4,DP04_0036,housing,0,profile, !!ROOMS!!Total housing units!!9 rooms or more,DP04_0036,DP04,,
blt70t79,hu3,DP04_0022,housing,0,profile, !!YEAR STRUCTURE BUILT!!Total housing units!!Built 1970 to 1979,DP04_0022,DP04,,
avghhsroc,mean,DP04_0049,housing,2,profile, !!HOUSING TENURE!!Occupied housing units!!Average household size of renter-occupied unit,DP04_0049,DP04,,
ocpr1pl,ochu5,DP04_0078,housing,0,profile, !!OCCUPANTS PER ROOM!!Occupied housing units!!1.01 to 1.50,DP04_0078,DP04,,
ocpr1pl,ochu5,DP04_0079,housing,0,profile, !!OCCUPANTS PER ROOM!!Occupied housing units!!1.51 or more,DP04_0079,DP04,,
ocpr1p5pl,ochu5,DP04_0079,housing,0,profile, !!OCCUPANTS PER ROOM!!Occupied housing units!!1.51 or more,DP04_0079,DP04,,
nmsmp1519,hunomrtg2,DP04_0120,housing,0,profile, !!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!15.0 to 19.9 percent,DP04_0120,DP04,,
r650t699,mdgr,B25063_015,housing,0,,!!Total!!With cash rent!!$650 to $699,B25063_015,B25063,,
smp20t24,huwmrtgex,DP04_0112,housing,0,profile, !!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!20.0 to 24.9 percent,DP04_0112,DP04,,
ov150t174,mdvl,B25075_017,housing,0,,"!!Total!!$150,000 to $174,999",B25075_017,B25075,,
bltbf39,hu3,DP04_0026,housing,0,profile, !!YEAR STRUCTURE BUILT!!Total housing units!!Built 1939 or earlier,DP04_0026,DP04,,
rms5,hu4,DP04_0032,housing,0,profile, !!ROOMS!!Total housing units!!5 rooms,DP04_0032,DP04,,
gru500,ochuprnt1,DP04_0127,housing,0,profile, !!GROSS RENT!!Occupied units paying rent!!Less than $500,DP04_0127,DP04,,
gr1kt14k,ochuprnt1,DP04_0129,housing,0,profile," !!GROSS RENT!!Occupied units paying rent!!$1,000 to $1,499",DP04_0129,DP04,,
nmsmp2024,hunomrtg2,DP04_0121,housing,0,profile, !!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)!!20.0 to 24.9 percent,DP04_0121,DP04,,
ovl70t79,mdvl,B25075_012,housing,0,,"!!Total!!$70,000 to $79,999",B25075_012,B25075,,
ov100t124,mdvl,B25075_015,housing,0,,"!!Total!!$100,000 to $124,999",B25075_015,B25075,,
ovl10t14,mdvl,B25075_003,housing,0,,"!!Total!!$10,000 to $14,999",B25075_003,B25075,,
hu2u,hu2,DP04_0009,housing,0,profile, !!UNITS IN STRUCTURE!!Total housing units!!2 units,DP04_0009,DP04,,
ovl35t39,mdvl,B25075_008,housing,0,,"!!Total!!$35,000 to $39,999",B25075_008,B25075,,
rms7,hu4,DP04_0034,housing,0,profile, !!ROOMS!!Total housing units!!7 rooms,DP04_0034,DP04,,
r550t599,mdgr,B25063_013,housing,0,,!!Total!!With cash rent!!$550 to $599,B25063_013,B25063,,
ov150t199m,mdvl,B25075_026,housing,0,,"!!Total!!$1,500,000 to $1,999,999",B25075_026,B25075,,
grpi15t19,ochuprnt2,DP04_0138,housing,0,profile, !!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed)!!15.0 to 19.9 percent,DP04_0138,DP04,,
r100t149,mdgr,B25063_004,housing,0,,!!Total!!With cash rent!!$100 to $149,B25063_004,B25063,,
vl300t499,oochu2,DP04_0086,housing,0,profile," !!VALUE!!Owner-occupied units!!$300,000 to $499,999",DP04_0086,DP04,,
hunomrtg2,hunomrtg2,DP04_0117,housing,0,profile, !!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed),DP04_0117,DP04,,
ocpr0t1,ochu5,DP04_0077,housing,0,profile, !!OCCUPANTS PER ROOM!!Occupied housing units!!1.00 or less,DP04_0077,DP04,,
gr3kpl,ochuprnt1,DP04_0133,housing,0,profile," !!GROSS RENT!!Occupied units paying rent!!$3,000 or more",DP04_0133,DP04,,
avghhsooc,mean,DP04_0048,housing,2,profile, !!HOUSING TENURE!!Occupied housing units!!Average household size of owner-occupied unit,DP04_0048,DP04,,
mv90t99,ochu3,DP04_0055,housing,0,profile, !!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 1990 to 1999,DP04_0055,DP04,,
vlu50,oochu2,DP04_0081,housing,0,profile," !!VALUE!!Owner-occupied units!!Less than $50,000",DP04_0081,DP04,,
roccshrnt,mdgr,B25063_002,housing,0,,!!Total!!With cash rent,B25063_002,B25063,,
poprtochu,avghhsroc,B25008_003,housing,0,,!!Total!!Renter occupied,B25008_003,B25008,,
mv00t09,ochu3,DP04_0054,housing,0,profile, !!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2000 to 2009,DP04_0054,DP04,,
hu1ua,hu2,DP04_0008,housing,0,profile," !!UNITS IN STRUCTURE!!Total housing units!!1-unit, attached",DP04_0008,DP04,,
blt40t49,hu3,DP04_0025,housing,0,profile, !!YEAR STRUCTURE BUILT!!Total housing units!!Built 1940 to 1949,DP04_0025,DP04,,
r450t499,mdgr,B25063_011,housing,0,,!!Total!!With cash rent!!$450 to $499,B25063_011,B25063,,
smpntc,nan,DP04_0116,housing,0,profile, !!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed)!!Not computed,DP04_0116,DP04,,
rntvacrt,rate,DP04_0005,housing,1,profile, !!HOUSING OCCUPANCY!!Total housing units!!Rental vacancy rate,DP04_0005,DP04,,
rms8,hu4,DP04_0035,housing,0,profile, !!ROOMS!!Total housing units!!8 rooms,DP04_0035,DP04,,
ov200t249,mdvl,B25075_019,housing,0,,"!!Total!!$200,000 to $249,999",B25075_019,B25075,,
cvnid_hrg,cvnipop1,S1810_C02_019,social,0,subject,!!With a disability!!Subject!!DISABILITY TYPE BY DETAILED AGE!!With a hearing difficulty,S1810_C02_019,S1810,,
ea_grdpfd,ea_p25pl,DP02_0065,social,0,profile,!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree,DP02_0065,DP02,DP02_0066,DP02
ea_grdpfd,ea_p25pl,DP02_0065,social,0,profile, !!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree,DP02_0065,DP02,,
seasia,fb2,B05006_067,social,0,,!!Total!!Asia!!South Eastern Asia,B05006_067,B05006,,
c65pldvsn,cvni65pl,S1810_C02_036,social,0,subject,!!With a disability!!Subject!!DISABILITY TYPE BY DETAILED AGE!!With a vision difficulty!!Population 65 years and over,S1810_C02_036,S1810,,
oweur,fb2,B05006_020,social,0,,!!Total!!Europe!!Western Europe!!Other Western Europe,B05006_020,B05006,,
vietnam,fb2,B05006_076,social,0,,!!Total!!Asia!!South Eastern Asia!!Vietnam,B05006_076,B05006,,
ms_fnvmrd,ms_f15pl,DP02_0031,social,0,profile,!!MARITAL STATUS!!Females 15 years and over!!Never married,DP02_0031,DP02,DP02_0032,DP02
ms_fnvmrd,ms_f15pl,DP02_0031,social,0,profile, !!MARITAL STATUS!!Females 15 years and over!!Never married,DP02_0031,DP02,,
nigeria,fb2,B05006_113,social,0,,!!Total!!Africa!!Western Africa!!Nigeria,B05006_113,B05006,,
neurpn,pop_5,B04006_058,social,0,,!!Total!!Northern European,B04006_058,B04006,,
alsatn,pop_5,B04006_004,social,0,,!!Total!!Alsatian,B04006_004,B04006,,
oausnzsbr,fb2,B05006_120,social,0,,!!Total!!Oceania!!Australia and New Zealand Subregion!!Other Australian and New Zealand Subregion,B05006_120,B05006,,
ea_hscgrd,ea_p25pl,DP02_0061,social,0,profile,!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency),DP02_0061,DP02,DP02_0062,DP02
ea_hscgrd,ea_p25pl,DP02_0061,social,0,profile, !!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency),DP02_0061,DP02,,
nthrlds,fb2,B05006_018,social,0,,!!Total!!Europe!!Western Europe!!Netherlands,B05006_018,B05006,,
oseasia,fb2,B05006_077,social,0,,!!Total!!Asia!!South Eastern Asia!!Other South Eastern Asia,B05006_077,B05006,,
fiji,fb2,B05006_121,social,0,,!!Total!!Oceania!!Fiji,B05006_121,B05006,,
ghanaian,pop_5,B04006_076,social,0,,!!Total!!Subsaharan African!!Ghanaian,B04006_076,B04006,,
croatia,fb2,B05006_032,social,0,,!!Total!!Europe!!Eastern Europe!!Croatia,B05006_032,B05006,,
european,pop_5,B04006_038,social,0,,!!Total!!European,B04006_038,B04006,,
malaysia,fb2,B05006_071,social,0,,!!Total!!Asia!!South Eastern Asia!!Malaysia,B05006_071,B05006,,
dhdfcntnyc,dfhs2,B07204_006,social,0,,!!Total!!Different house in United States 1 year ago!!Same city or town!!Different county (same state),B07204_006,B07204,,
lthian,pop_5,B04006_053,social,0,,!!Total!!Lithuanian,B04006_053,B04006,,
lthuania,fb2,B05006_036,social,0,,!!Total!!Europe!!Eastern Europe!!Lithuania,B05006_036,B05006,,
fhnh,hh1,DP02_0008,social,0,profile,"!!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Female householder, no husband present, family",DP02_0008,DP02,,
fhnh,hh1,DP02_0008,social,0,profile," !!HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!Female householder, no husband present, family",DP02_0008,DP02,,
india,fb2,B05006_059,social,0,,!!Total!!Asia!!South Central Asia!!India,B05006_059,B05006,,
osthrnafr,fb2,B05006_108,social,0,,!!Total!!Africa!!Southern Africa!!Other Southern Africa,B05006_108,B05006,,
jrdnian,pop_5,B04006_009,social,0,,!!Total!!Arab!!Jordanian,B04006_009,B04006,,
israeli,pop_5,B04006_050,social,0,,!!Total!!Israeli,B04006_050,B04006,,
egypt,fb2,B05006_102,social,0,,!!Total!!Africa!!Northern Africa!!Egypt,B05006_102,B05006,,
ms_fmrdsp,ms_f15pl,DP02_0032,social,0,profile,"!!MARITAL STATUS!!Females 15 years and over!!Now married, except separated",DP02_0032,DP02,DP02_0033,DP02
ms_fmrdsp,ms_f15pl,DP02_0032,social,0,profile," !!MARITAL STATUS!!Females 15 years and over!!Now married, except separated",DP02_0032,DP02,,
english,pop_5,B04006_036,social,0,,!!Total!!English,B04006_036,B04006,,
cvnid_cog,cvnipop1,S1810_C02_039,social,0,subject,!!With a disability!!Subject!!DISABILITY TYPE BY DETAILED AGE!!With a cognitive difficulty,S1810_C02_039,S1810,,
rshp_sp,hhpop,DP02_0019,social,0,profile,!!RELATIONSHIP!!Population in households!!Spouse,DP02_0019,DP02,DP02_0020,DP02
rshp_sp,hhpop,DP02_0019,social,0,profile, !!RELATIONSHIP!!Population in households!!Spouse,DP02_0019,DP02,,
ethpian,pop_5,B04006_075,social,0,,!!Total!!Subsaharan African!!Ethiopian,B04006_075,B04006,,
cu18dvsn,cvniu18_1,S1810_C02_030,social,0,subject,!!With a disability!!Subject!!DISABILITY TYPE BY DETAILED AGE!!With a vision difficulty!!Population under 18 years,S1810_C02_030,S1810,,
cvvet18pl,cvpop18pl,DP02_0069,social,0,profile,!!VETERAN STATUS!!Civilian population 18 years and over!!Civilian veterans,DP02_0069,DP02,DP02_0070,DP02
cvvet18pl,cvpop18pl,DP02_0069,social,0,profile, !!VETERAN STATUS!!Civilian population 18 years and over!!Civilian veterans,DP02_0069,DP02,,
liberian,pop_5,B04006_078,social,0,,!!Total!!Subsaharan African!!Liberian,B04006_078,B04006,,
smhs,pop1pl,DP02_0079,social,0,profile,!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Same house,DP02_0079,DP02,DP02_0080,DP02
smhs,pop1pl,DP02_0079,social,0,profile, !!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Same house,DP02_0079,DP02,,
german,pop_5,B04006_042,social,0,,!!Total!!German,B04006_042,B04006,,
oeafr,fb2,B05006_097,social,0,,!!Total!!Africa!!Eastern Africa!!Other Eastern Africa,B05006_097,B05006,,
oeafr,fb2,B05006_096,social,0,,!!Total!!Africa!!Eastern Africa!!Somalia,B05006_096,B05006,,
ms_fsp,ms_f15pl,DP02_0033,social,0,profile,!!MARITAL STATUS!!Females 15 years and over!!Separated,DP02_0033,DP02,DP02_0034,DP02
ms_fsp,ms_f15pl,DP02_0033,social,0,profile, !!MARITAL STATUS!!Females 15 years and over!!Separated,DP02_0033,DP02,,
oseur,fb2,B05006_027,social,0,,!!Total!!Europe!!Southern Europe!!Other Southern Europe,B05006_027,B05006,,
zmbwean,pop_5,B04006_086,social,0,,!!Total!!Subsaharan African!!Zimbabwean,B04006_086,B04006,,
syria,fb2,B05006_085,social,0,,!!Total!!Asia!!Western Asia!!Syria,B05006_085,B05006,,
sudanese,pop_5,B04006_084,social,0,,!!Total!!Subsaharan African!!Sudanese,B04006_084,B04006,,
somali,pop_5,B04006_082,social,0,,!!Total!!Subsaharan African!!Somali,B04006_082,B04006,,
morocco,fb2,B05006_103,social,0,,!!Total!!Africa!!Northern Africa!!Morocco,B05006_103,B05006,,
ntvus,pop_4,DP02_0088,social,0,profile,!!PLACE OF BIRTH!!Total population!!Native!!Born in United States,DP02_0088,DP02,DP02_0089,DP02
ntvus,pop_4,DP02_0088,social,0,profile, !!PLACE OF BIRTH!!Total population!!Native!!Born in United States,DP02_0088,DP02,,
sierral,fb2,B05006_114,social,0,,!!Total!!Africa!!Western Africa!!Sierra Leone,B05006_114,B05006,,
osubsafr,pop_5,B04006_088,social,0,,!!Total!!Subsaharan African!!Other Subsaharan African,B04006_088,B04006,,
oneur,fb2,B05006_012,social,0,,!!Total!!Europe!!Northern Europe!!Other Northern Europe,B05006_012,B05006,,
lam,fb2,B05006_124,social,0,,!!Total!!Americas!!Latin America,B05006_124,B05006,,
onam,fb2,B05006_162,social,0,,!!Total!!Americas!!Northern America!!Other Northern America,B05006_162,B05006,,
ms_mnvmrd,ms_m15pl,DP02_0025,social,0,profile,!!MARITAL STATUS!!Males 15 years and over!!Never married,DP02_0025,DP02,DP02_0026,DP02
ms_mnvmrd,ms_m15pl,DP02_0025,social,0,profile, !!MARITAL STATUS!!Males 15 years and over!!Never married,DP02_0025,DP02,,
bulgaria,fb2,B05006_031,social,0,,!!Total!!Europe!!Eastern Europe!!Bulgaria,B05006_031,B05006,,
colombia,fb2,B05006_153,social,0,,!!Total!!Americas!!Latin America!!South America!!Colombia,B05006_153,B05006,,
austrlia,fb2,B05006_119,social,0,,!!Total!!Oceania!!Australia and New Zealand Subregion!!Australia,B05006_119,B05006,,
ukraine,fb2,B05006_042,social,0,,!!Total!!Europe!!Eastern Europe!!Ukraine,B05006_042,B05006,,
avgfmsz,mean,DP02_0016,social,2,profile,!!HOUSEHOLDS BY TYPE!!Total households!!Average family size,DP02_0016,DP02,DP02_0017,DP02
avgfmsz,mean,DP02_0016,social,2,profile, !!HOUSEHOLDS BY TYPE!!Total households!!Average family size,DP02_0016,DP02,,
ms_msp,ms_m15pl,DP02_0027,social,0,profile,!!MARITAL STATUS!!Males 15 years and over!!Separated,DP02_0027,DP02,DP02_0028,DP02
ms_msp,ms_m15pl,DP02_0027,social,0,profile, !!MARITAL STATUS!!Males 15 years and over!!Separated,DP02_0027,DP02,,
pop_4,pop_4,DP02_0087,social,0,profile,!!PLACE OF BIRTH!!Total population!!Native,DP02_0087,DP02,DP02_0088,DP02
pop_4,pop_4,DP02_0087,social,0,profile, !!PLACE OF BIRTH!!Total population!!Native,DP02_0087,DP02,,
ntv,pop_4,DP02_0087,social,0,profile,!!PLACE OF BIRTH!!Total population!!Native,DP02_0087,DP02,DP02_0088,DP02
ntv,pop_4,DP02_0087,social,0,profile, !!PLACE OF BIRTH!!Total population!!Native,DP02_0087,DP02,,
nzealnd,pop_5,B04006_057,social,0,,!!Total!!New Zealander,B04006_057,B04006,,
